text,label
Who used to make cars with rotary engines ?,HUM
What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,ENTY
How many three-letter permutations can be made from the four letters : c ?,NUM
Who was the lawyer for Randy Craft ?,HUM
What handicraft requires you to interlace your warp and weft ?,ENTY
Who did Richard Nixon tender his resignation to ?,HUM
What 's the official language of Algeria ?,ENTY
"How many casinos are in Atlantic City , NJ ?",NUM
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,HUM
What does MSG stand for ?,ABBR
Why is the grass green ?,DESC
What fictional character is known as the `` melancholy Dane '' ?,HUM
What does G.M.T. stand for ?,ABBR
What is a fear of ruin ?,ENTY
What is a synonym for aspartame ?,ENTY
Where do you find the answers for all these questions ?,LOC
Name a female figure skater .,HUM
What is a cullion ?,DESC
What actor married John F. Kennedy 's sister ?,HUM
Who is Barbara Jordan ?,HUM
What French seaport claims to be The Home of Wines ?,LOC
What country borders the most others ?,LOC
"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?",DESC
"Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?",LOC
"What Scandinavian country covers 173 , 732 square miles ?",LOC
What 's the oldest capital city in the Americas ?,LOC
"What is the main language of Sao Paulo , Brazil ?",ENTY
"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?",ENTY
What is Pittsburgh 's baseball team called ?,HUM
What part of their attire were `` pothooks '' to cowboys of the Old West ?,ENTY
How hot should the oven be when making Peachy Oat Muffins ?,NUM
What is the Socratic method ?,DESC
What is tumbled marble ?,DESC
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?,HUM
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,LOC
Who said : `` What contemptible scoundrel stole the cork from my lunch ? '',HUM
"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",DESC
What is a wop ?,DESC
Name Randy Craft 's lawyer .,HUM
When is the Tulip Festival in Michigan ?,NUM
How tall was the animated Frankenstein,NUM
What was her real name ?,HUM
What U.S. state lived under six flags ?,LOC
What is the second highest mountain peak in the world ?,LOC
Who would you use the Heimlich maneuver on ?,HUM
What does CNN stand for ?,ABBR
What snack food has ridges ?,ENTY
"Who wrote the book , `` Huckleberry Finn '' ?",HUM
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,HUM
What common livestock have the greatest variety of breeds ?,ENTY
Who is the president of Stanford University ?,HUM
What famed London criminal court was once a feudal castle ?,LOC
Who runs Andy Capp 's favorite pub ?,HUM
What is a fear of sleep ?,ENTY
Who 's The King of Swing ?,HUM
What color were Ernest Hemingway 's eyes ?,ENTY
Who made the first airplane ?,HUM
What country was Hitler the chancellor of ?,LOC
Who were leaders of the Byzantine empire ?,HUM
Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?,LOC
How can someone become a federal agent ?,DESC
What software offers inventors use of CAD-like design ?,ENTY
"What populous state covers 49 , 576 square miles ?",LOC
What is the name of the vaccine for chicken pox ?,ENTY
Who was Samuel Johnsons 's friend and biographer ?,HUM
Who was the second person ever to wear Iron Man 's armor ?,HUM
What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,HUM
"What is the approximate population of Las Vegas , N.M ?",NUM
Who shot Lee Harvey Oswald ?,HUM
What is a fear of everything ?,ENTY
What is California 's state bird ?,ENTY
What format was VHS 's main competition ?,ENTY
What is the name of the inventor of silly putty ?,HUM
What is a green bog ?,DESC
What is the origin of U.S. Army sergeant 's stripes ?,DESC
Who was the only U.S. President to wear a Nazi uniform ?,HUM
Where is South Bend ?,LOC
What causes blue balls ?,DESC
In what year was the movie the Ten Commandments released ?,NUM
What are Maid-Rites ?,DESC
What are the Arabic Numerals from 1 to 10 ?,DESC
Name a civil war battlefield .,LOC
Who is the president of the Spanish government ?,HUM
What is the only gland in humans that can regenerate itself ?,ENTY
What is a dental root canal ?,DESC
What whisky is `` known by the company it keeps '' ?,ENTY
What cable network bills itself as `` the family entertainer '' ?,HUM
What are the benefits of a rowing machine ?,DESC
What is the full form of .com ?,ABBR
Where was Pythagoras born ?,LOC
What is agent orange ?,DESC
What animals did The Amazing Three masquerade as ?,ENTY
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,HUM
What city 's theatrical district has been dubbed The Roaring Forties ?,LOC
Name the four stories contained in Edith Wharton 's `` Old New York . '',ENTY
What four elements make up 90 percent of the human body ?,ENTY
What do the figures represent on the Easter Island ?,DESC
What flag flies over Wake Island ?,ENTY
Where is Kings Canyon ?,LOC
How does the chain of command work inside an US army Apache helicopter ?,DESC
What are the Benelux countries ?,LOC
How is the word ` qigong ' pronounced ?,DESC
Which country is known as `` Big Bear '' ?,LOC
What is the population of the United States ?,NUM
"What 's the population of Biloxi , Mississippi ?",NUM
Who was the inventor of silly putty ?,HUM
Name the fast food chain with the golden arches .,HUM
Define cosmology .,DESC
How many Stradivarius violins were ever made ?,NUM
What is the literal meaning of `` D-DAY '' ?,DESC
"How can I find online spelling , and punctuation drills for my 6th grader ?",DESC
What is recruitment interview technique ?,DESC
How old was George Washington when he died ?,NUM
What is a Jake brake ?,DESC
What is a fear of points ?,ENTY
What barroom judge called himself The Law West of the Pecos ?,HUM
What is `` dew point '' ?,DESC
How do I know if I am pregnant ?,DESC
What 's a perfect score in a gymnastics exercise ?,NUM
What are the names of all the seas in the world and what ocean do they drain into ?,LOC
"Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats .",ENTY
Who portrayed Maggio in the film From Here to Eternity ?,HUM
What 's the second-highest mountain in the world ?,LOC
"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",NUM
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",NUM
What is meant by `` capital market '' ?,DESC
What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?,HUM
What sea separates Naples and Algiers ?,LOC
How many people does Honda employ in the U.S. ?,NUM
What baseball team owner and sailor is known as The Mouth of the South ?,HUM
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,ENTY
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,LOC
What kind of education do I need to become a flight attendant ?,ENTY
Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,HUM
Where can I find a world atlas map online at no charge ?,LOC
What was the monster in Spielberg 's film `` Jaws '' ?,ENTY
Who made the musical plea Be True to Your School ?,HUM
What player squats an average of 3 times during a baseball doubleheader ?,HUM
What is the orgin of xoxoxox ?,DESC
What was Jimmy Durante 's theme song ?,ENTY
Where is the Keck telescope ?,LOC
Who wrote `` Much Ado About Nothing '' ?,HUM
What causes asthma ?,DESC
What are the 28 tenses in the English language ?,ENTY
"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",HUM
"What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?",HUM
In what city does Maurizio Pellegrin now live ?,LOC
The Orange Bowl is located in what city ?,LOC
Who was Lacan ?,HUM
"What landmark Italian restaurant can be found at 239 West 48th Street , New York City ?",LOC
Who is the richest person in the world ?,HUM
How do you stop junk snail mail ?,DESC
What 's the second-most-used murder weapon in the U.S. ?,ENTY
What do chefs call The Master Spice ?,ENTY
Who owns the St. Louis Rams ?,HUM
How many events make up the decathlon ?,NUM
What is the horsepower of the shuttle boosters ?,NUM
What are the distinct physical characterstics of the Arabian horse ?,DESC
Where is Natick ?,LOC
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,HUM
When do MORMONS believe Christ was born ?,NUM
When did World War I start ?,NUM
What color is `` ash '' ?,ENTY
Where did Sarge Steel get his metal hand ?,LOC
How many points are there on a Backgammon board ?,NUM
Name a band which was famous in the 1960 's .,HUM
Which large U.S. city had the highest murder rate for 1988 ?,LOC
Who killed JFK ?,HUM
How much salt is in the oceans ?,NUM
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,ENTY
What is Judy Garland 's date of birth ?,NUM
What is the half-life of P-32 ?,DESC
What does the method called `` cold fusion '' create ?,ENTY
What is `` the soft drink for adults '' ?,ENTY
What are the three animals in Sheila Burnford 's The Incredible Journey ?,ENTY
What strait links the Mediterranean Sea and the Atlantic Ocean ?,LOC
Where does most of the marijuana entering the United States come from ?,LOC
What was the name of that popular song the Creeps sang ?,ENTY
Where is the world 's most active volcano located ?,LOC
Who was the Russian ambassador to Hungary during the 1956 uprising ?,HUM
What does NECROSIS mean ?,ABBR
What did Mighty Mouse always sing as he went into action ?,DESC
Where is Melbourne ?,LOC
How do clouds form ?,DESC
Who developed potlatch ?,HUM
What seven digits follow the area code in the number for long distance information ?,NUM
How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,DESC
What letter appears on the cold-water tap in Spain ?,ENTY
What New York City landmark has 168 steps to its crown ?,LOC
How much was the minimum wage in 1991 ?,NUM
What William Styron book is about a black preacher who leads a slave revolt ?,ENTY
What are shooting stars ?,DESC
Which produces the longer sperm - an elephant or a mouse ?,ENTY
Where is the Mayo Clinic ?,LOC
What Soviet leader owned a Rolls-Royce ?,HUM
What city is served by Logan International Airport ?,LOC
What was the name of the ball game played by the mayans ?,ENTY
What makes sperm ?,DESC
How is bubble wrap made ?,DESC
In what war was the first submarine used ?,ENTY
When was Nostradamus born ?,NUM
Who was Secretary of State during the Nixon administration ?,HUM
